1,1,1340.77,417.83,165.96,372.92,1,-1,-1,-1
1,2,584.24,443.63,89.12,265.10,1,-1,-1,-1
1,3,1429.23,430.63,171.76,336.59,1,-1,-1,-1
1,4,437.73,443.94,115.39,279.96,1,-1,-1,-1
1,5,1016.54,429.51,42.57,99.60,1,-1,-1,-1
1,6,911.61,487.08,97.89,98.90,1,-1,-1,-1
1,7,1255.73,447.88,36.88,98.99,1,-1,-1,-1
1,8,731.35,475.94,35.85,93.01,1,-1,-1,-1
1,9,937.16,434.10,38.27,81.65,1,-1,-1,-1
1,10,547.02,454.18,35.48,103.14,1,-1,-1,-1
1,11,654.30,462.14,50.06,181.49,1,-1,-1,-1
1,12,1164.68,438.05,26.49,88.22,1,-1,-1,-1
1,13,1101.59,436.70,36.50,110.77,1,-1,-1,-1
1,14,1846.18,459.02,72.37,198.82,1,-1,-1,-1
1,15,509.07,461.05,51.02,183.09,1,-1,-1,-1
1,16,937.85,487.63,72.06,94.52,1,-1,-1,-1
1,17,974.65,455.26,31.07,54.06,1,-1,-1,-1
1,18,692.54,491.62,36.19,106.68,1,-1,-1,-1
2,1,1343.92,419.50,165.92,372.73,1,-1,-1,-1
2,2,584.77,443.70,89.01,264.76,1,-1,-1,-1
2,3,1436.82,430.37,172.58,338.88,1,-1,-1,-1
2,4,439.93,444.86,115.07,278.90,1,-1,-1,-1
2,5,1016.71,429.75,42.31,99.01,1,-1,-1,-1
2,6,912.04,487.26,97.53,98.54,1,-1,-1,-1
2,7,1255.85,447.96,36.84,98.94,1,-1,-1,-1
2,8,731.44,476.02,35.74,92.75,1,-1,-1,-1
2,9,936.87,434.43,38.15,81.34,1,-1,-1,-1
2,10,547.77,455.06,35.15,102.26,1,-1,-1,-1
2,11,656.32,461.34,50.29,182.08,1,-1,-1,-1
2,12,1164.13,437.96,26.45,88.21,1,-1,-1,-1
2,13,1101.68,436.87,36.57,110.98,1,-1,-1,-1
2,14,1838.31,428.73,81.69,227.15,1,-1,-1,-1
2,15,508.31,461.11,52.08,187.00,1,-1,-1,-1
2,17,973.09,446.63,35.76,62.34,1,-1,-1,-1
3,1,1347.53,418.98,168.90,378.88,1,-1,-1,-1
3,2,584.53,443.58,89.04,264.82,1,-1,-1,-1
3,3,1446.94,430.42,172.47,339.84,1,-1,-1,-1
3,4,440.39,444.28,115.32,279.07,1,-1,-1,-1
3,5,1016.92,429.98,42.20,98.81,1,-1,-1,-1
3,6,911.48,486.36,98.44,99.48,1,-1,-1,-1
3,7,1256.16,447.81,36.80,98.90,1,-1,-1,-1
3,8,731.41,474.86,36.34,94.38,1,-1,-1,-1
3,9,936.84,434.12,38.43,81.88,1,-1,-1,-1
3,10,547.08,452.34,36.03,104.93,1,-1,-1,-1
3,11,655.31,461.74,50.62,181.84,1,-1,-1,-1
3,12,1164.22,437.75,26.48,88.45,1,-1,-1,-1
3,13,1101.64,436.30,36.87,111.88,1,-1,-1,-1
3,14,1838.59,431.47,81.41,224.15,1,-1,-1,-1
3,15,508.22,461.09,52.98,190.55,1,-1,-1,-1
3,20,1308.72,431.63,34.03,114.61,1,-1,-1,-1
4,1,1349.90,418.77,170.37,381.84,1,-1,-1,-1
4,2,584.76,443.86,88.86,264.23,1,-1,-1,-1
4,3,1452.78,430.21,171.20,340.04,1,-1,-1,-1
4,4,441.52,443.19,116.16,280.51,1,-1,-1,-1
4,5,1014.84,429.94,42.40,98.84,1,-1,-1,-1
4,6,912.04,487.04,97.61,98.61,1,-1,-1,-1
4,7,1256.22,447.68,36.84,99.04,1,-1,-1,-1
4,8,731.86,475.97,36.00,93.49,1,-1,-1,-1
4,9,936.92,434.08,38.55,82.02,1,-1,-1,-1
4,10,546.18,449.99,37.05,108.14,1,-1,-1,-1
4,11,653.47,459.64,51.50,183.98,1,-1,-1,-1
4,12,1164.41,437.68,26.48,88.55,1,-1,-1,-1
4,13,1101.75,436.08,37.02,112.32,1,-1,-1,-1
