1,1,1472.70,418.95,78.69,173.82,1,-1,-1,-1
1,2,1366.49,396.77,64.48,218.30,1,-1,-1,-1
1,3,470.84,430.70,66.60,174.78,1,-1,-1,-1
1,4,733.23,422.74,49.27,170.65,1,-1,-1,-1
1,5,682.43,411.84,59.14,196.69,1,-1,-1,-1
1,6,635.89,425.02,46.23,134.14,1,-1,-1,-1
1,7,1171.41,419.31,34.32,104.96,1,-1,-1,-1
1,8,1113.22,417.94,28.36,79.24,1,-1,-1,-1
1,9,1228.47,412.36,33.01,110.11,1,-1,-1,-1
1,10,553.21,435.11,45.12,166.10,1,-1,-1,-1
1,11,1595.88,424.57,36.89,102.76,1,-1,-1,-1
1,12,587.50,432.10,55.13,169.70,1,-1,-1,-1
1,13,809.53,428.05,22.68,61.92,1,-1,-1,-1
1,14,859.02,432.63,21.66,70.16,1,-1,-1,-1
1,15,961.32,419.93,30.80,100.71,1,-1,-1,-1
2,1,1466.02,419.71,77.76,173.15,1,-1,-1,-1
2,2,1364.64,397.58,64.30,213.32,1,-1,-1,-1
2,3,463.94,429.81,67.70,174.66,1,-1,-1,-1
2,4,725.14,423.49,50.32,170.04,1,-1,-1,-1
2,5,678.01,410.06,58.92,197.53,1,-1,-1,-1
2,6,628.75,423.15,48.08,136.98,1,-1,-1,-1
2,7,1167.28,419.97,32.47,101.09,1,-1,-1,-1
2,8,1108.15,417.17,28.59,80.59,1,-1,-1,-1
2,9,1223.62,412.76,32.38,110.39,1,-1,-1,-1
2,10,547.72,432.95,48.62,166.85,1,-1,-1,-1
2,11,1590.80,424.66,37.14,102.29,1,-1,-1,-1
2,12,580.23,425.33,58.93,175.89,1,-1,-1,-1
2,15,956.58,419.86,30.27,100.42,1,-1,-1,-1
3,1,1460.05,420.51,75.95,171.97,1,-1,-1,-1
3,2,1361.26,398.79,64.42,214.76,1,-1,-1,-1
3,3,457.54,429.94,67.93,174.37,1,-1,-1,-1
3,4,718.28,423.91,49.84,169.46,1,-1,-1,-1
